"Rank","Name","Rep","Post_Count","Followers","Following","Posting","Curation","Steem","Steem_Power","Steem_Dollars","Estimated_Value"
"#1245","purepinay",60.2,"2,441","397","34","870,788","93,735","1","5,759","3","$6,896"
"#1246","teammo",25,"0","223","81","0","215,056","0","5,757","0","$6,889"
"#1247","sulev",68.6,"4,658","1,353","1,054","8,739,867","458,668","1,036","5,756","22","$8,160"
"#1248","daut44",63.6,"972","919","530","3,440,560","153,640","0","5,755","11","$6,902"
"#1249","taskmaster4450",60.7,"4,897","466","1,039","869,725","16,709","0","5,754","5","$6,892"
"#1250","aiqabrago",65.3,"3,223","2,493","1,295","4,629,594","3,234,545","177","5,752","229","$7,445"
"#1251","njp",25,"0","0","0","0","0","0","5,751","0","$6,880"
"#1252","lovelace",57.2,"4","53","0","4,483,452","80,511","0","5,747","0","$6,877"
"#1253","terrybrock",66,"1,546","894","519","5,197,927","20,411","53","5,744","1,351","$9,007"
"#1254","brendazambrano",58.3,"9","296","0","6,138,500","80","0","5,739","91","$7,006"
"#1255","cryptokeepr",58.9,"1,179","415","120","799,400","77,443","31","5,735","0","$6,899"
"#1256","maryfavour",62.5,"2,767","685","205","1,945,299","412,801","10","5,731","23","$6,905"
"#1257","beers",66.7,"715","660","418","7,651,153","191,484","0","5,719","0","$6,842"
"#1258","haphazard-hstead",65.7,"9,598","995","770","4,479,719","590,742","0","5,705","135","$7,034"
"#1259","martin-wichmann",57.9,"38","281","77","4,090,742","26,103","0","5,700","1","$6,821"
"#1260","full-steem-ahead",64.8,"712","651","35","8,335,570","40,331","19","5,694","150","$7,066"
"#1261","manofthecloth",25,"0","0","0","0","0","0","5,689","0","$6,807"
"#1262","pbgreenpoint",56.1,"1,439","348","231","417,441","136,577","0","5,688","11","$6,822"
"#1263","kimsungmin",64.7,"20,717","606","366","3,394,048","150,927","0","5,686","10","$6,819"
"#1264","gbert",55.5,"40","281","41","372,506","331,045","0","5,679","1","$6,797"
"#1265","brandonp",61.4,"821","361","29","4,033,416","97,452","5","5,677","47","$6,871"
"#1266","darthnava",67.7,"4,278","1,791","461","13,179,791","521,474","450","5,675","11","$7,345"
"#1267","gregory-f",61.2,"2,837","606","501","1,508,317","207,540","9","5,672","1","$6,799"
"#1268","joshsigurdson",68.6,"1,756","2,934","1,704","10,359,671","82,181","148","5,672","11","$6,981"
"#1269","martin.mikes",48.2,"124","164","256","47,700","2,001","21","5,670","1","$6,811"
"#1270","federicopistono",65.3,"57","595","4","23,496,273","918","0","5,670","0","$6,783"
"#1271","flycryptoguy",50.7,"247","408","283","144,249","12,456","0","5,643","0","$6,752"
"#1272","ocd",69.2,"330","1,175","0","10,861,427","551,751","0","5,637","261","$7,144"
"#1273","topkpop",57.5,"2,121","97","57","453,076","29,177","0","5,634","21","$6,772"
"#1274","newgirl",25,"0","29","0","0","0","0","5,605","0","$6,707"
"#1275","hiroyamagishi",65.4,"2,831","1,438","1,122","4,372,082","114,980","0","5,601","11","$6,718"
"#1276","jordanmchale",54,"659","118","10","241,881","67,808","0","5,600","0","$6,701"
"#1277","mender",40.7,"74","131","25","18,300","25,714","0","5,594","1","$6,694"
"#1278","chicana",58.7,"30","149","0","4,218,112","1,816","7","5,592","1","$6,699"
"#1279","buggedout",60,"942","200","87","989,552","263,716","0","5,590","0","$6,688"
"#1280","tygergamer",70.8,"635","670","375","18,954,614","169,819","1","5,579","0","$6,677"
"#1281","jlaw",25,"0","0","0","0","0","0","5,550","0","$6,640"
"#1282","sassyminer",25,"0","0","0","0","0","42","5,549","0","$6,689"
"#1283","talanhorne",66.6,"1,195","484","88","6,519,547","137,712","0","5,537","16","$6,649"
"#1284","pouchon",58.4,"881","397","143","603,611","118,748","0","5,535","16","$6,647"
"#1285","elear",66.9,"1,203","0","0","4,895,265","29,783","2","5,530","2","$6,622"
"#1286","sardrt",67.4,"5,469","1,374","1,300","7,187,381","241,105","8","5,527","1","$6,624"
"#1287","amreshchandra",55.8,"1,211","781","466","363,416","45,462","229","5,514","54","$6,954"
"#1288","akareyon",59.5,"554","981","619","1,641,318","14,505","24","5,506","8","$6,629"
"#1289","wilkinshui",66.4,"4,115","846","308","6,436,684","189,370","118","5,506","6","$6,738"
"#1290","bittrex-richie",59.6,"22","144","0","4,716,057","1,215","0","5,486","0","$6,563"
"#1291","vault",55.9,"104","39","0","895,349","180,039","0","5,485","0","$6,563"
"#1292","freeforever",55.9,"1,137","535","365","452,566","71,387","0","5,483","2","$6,563"
"#1293","try4",25,"0","0","0","0","0","0","5,479","0","$6,555"
"#1294","stephen.king989",63.4,"1,010","785","720","2,785,670","265,934","211","5,479","23","$6,842"
"#1295","omido98",48.9,"202","133","6","124,810","31,344","0","5,463","17","$6,563"
"#1296","yasien",54.3,"132","103","13","189,343","13,184","0","5,459","1","$6,533"
"#1297","olivers-wilde",37.9,"43","0","1","2,372","403","0","5,458","1,019","$8,092"
"#1298","dylanjorgensen",25,"16","20","4","90","730","0","5,455","0","$6,527"
"#1299","earthnation",63.5,"219","0","0","1,838,406","13,349","1","5,445","15","$6,538"
"#1300","gooza",31.6,"8","35","2","455","714","0","5,444","1","$6,514"
"#1301","danielsaori",58.6,"1,340","825","568","807,860","146,195","1","5,440","20","$6,540"
"#1302","lafona-miner2",25,"0","25","0","0","9","0","5,429","0","$6,496"
"#1303","lilrut",55.1,"712","157","46","308,200","3,033","487","5,427","5","$7,084"
"#1304","yoshiko",64.3,"3,713","744","687","4,071,788","78,576","0","5,410","10","$6,488"
"#1305","ellemarieisme",57.8,"491","426","17","586,721","3,438","0","5,409","162","$6,720"
"#1306","basicbeing",58.9,"119","240","13","4,552,472","4,950","0","5,409","475","$7,200"
"#1307","lhllhl07",56.1,"595","38","22","378,667","66,870","0","5,403","0","$6,465"
"#1308","scorer",40.6,"211","25","102","3,763","2,294","16","5,403","1","$6,485"
"#1309","juicy-shark",55,"157","0","0","259,327","32,878","1","5,402","1","$6,466"
"#1310","claraking",56.8,"17","91","8","4,315,194","4,092","261","5,397","4","$6,774"
"#1311","successtrainer",63.2,"5,833","900","592","3,055,625","642,746","84","5,392","1,555","$8,937"
"#1312","gregbit",53.7,"1,811","720","698","286,597","63,298","2","5,389","7","$6,461"
"#1313","ssekulji",67.7,"2,976","783","190","9,378,919","98,982","1","5,382","2","$6,444"
"#1314","krexchange",66.7,"1,881","45","10","4,491,992","15,947","898","5,381","2","$7,515"
"#1315","bittrex-bill",60.6,"66","200","3","4,566,626","8,596","0","5,378","892","$7,803"
"#1316","friend3",25,"0","1","0","0","0","0","5,377","0","$6,434"
"#1317","inber",70,"12,942","2,067","1,618","12,783,890","204,114","0","5,373","39","$6,488"
"#1318","rndness222",54.2,"158","309","296","208,758","55,286","50","5,364","10","$6,494"
"#1319","perpeper",51.3,"13","44","7","71,426","126,774","1,006","5,364","24","$7,658"
"#1320","beerbloke",59.4,"32","374","102","4,969,105","210,415","2","5,361","0","$6,417"
"#1321","scandinavianlife",63.8,"3,003","706","626","2,912,982","70,385","0","5,356","2","$6,410"
"#1322","wheneveritcomes",25,"0","0","0","0","0","84","5,354","0","$6,506"
"#1323","investing",52.4,"271","476","59","154,069","127,071","0","5,349","4","$6,406"
"#1324","ajv",56.1,"4","32","0","4,177,662","2","0","5,348","466","$7,113"
"#1325","sunscape",68.3,"6,541","1,301","1,242","7,849,030","288,266","0","5,340","10","$6,404"
"#1326","kagetoki-1",57.9,"49","32","0","4,162,992","392","132","5,335","2","$6,544"
"#1327","ervin-lemark",68,"6,217","1,415","1,307","6,979,868","267,451","0","5,334","34","$6,434"
"#1328","sjennon",63.6,"3,530","863","251","2,896,627","203,449","0","5,329","11","$6,392"
"#1329","playfulfoodie",67.6,"10,775","1,737","1,412","7,350,675","351,906","583","5,309","11","$7,065"
"#1330","margaretwise",59.6,"10,116","887","807","1,172,905","123,271","0","5,308","19","$6,380"
"#1331","vip",58.1,"1,118","796","602","1,163,407","1,846,657","1,737","5,301","0","$8,421"
"#1332","koreanguy",25,"4","136","11","100","111,553","0","5,298","0","$6,339"
"#1333","mindfreak",67.1,"1,741","650","433","4,869,140","128,265","431","5,291","2","$6,849"
"#1334","riskdebonair",66.3,"1,844","851","770","5,794,992","234,989","930","5,285","0","$7,436"
"#1335","mark-waser",55.2,"289","477","309","255,846","501,772","48","5,283","113","$6,552"
"#1336","drakos",61.9,"3,234","983","881","1,785,471","71,044","76","5,279","0","$6,408"
"#1337","onetin84",56.2,"1,599","375","397","332,434","48,815","0","5,274","0","$6,310"
"#1338","dgiors",60.6,"902","675","570","1,076,382","429,537","0","5,263","8","$6,309"
"#1339","richq11",69.8,"13,158","1,591","1,195","10,770,628","168,643","0","5,258","18","$6,319"
"#1340","wilsonwei777",37.8,"38","52","6","2,042","1,240","0","5,258","0","$6,291"
"#1341","tizswa",59.1,"626","245","56","909,616","124,962","34","5,253","9","$6,339"
"#1342","steemstem",62.6,"354","710","0","4,166,219","1,600,228","200","5,238","0","$6,507"
"#1343","lydon.sipe",67.2,"5,835","1,007","584","6,213,277","332,978","11","5,235","0","$6,278"
"#1344","thedamus",59.6,"5,099","545","563","711,088","79,109","100","5,232","0","$6,379"
"#1345","mandela",41.4,"12","111","0","1,415","285,627","0","5,231","0","$6,259"
"#1346","bigdeej",53.6,"597","754","766","351,197","121,793","49","5,230","50","$6,394"
"#1347","yangyang",65.7,"613","1,102","1,161","3,352,229","45,573","0","5,225","0","$6,252"
"#1348","mcsvi",65.3,"610","505","141","4,018,657","170,907","0","5,189","0","$6,208"
"#1349","jackmiller",59.6,"2,724","7,119","5,625","865,074","44,032","0","5,183","0","$6,201"
"#1350","masterofcoin",47.1,"157","36","55","44,320","15,917","6","5,179","1","$6,205"
"#1351","them680813",47.6,"63","78","24","133,380","13,859","0","5,177","1","$6,195"
"#1352","mynewsteemit",55.2,"358","314","68","503,483","434,892","7,660","5,175","2","$15,361"
"#1353","liliana.duarte",67.3,"4,585","900","583","7,217,911","168,984","0","5,161","1","$6,177"
"#1354","abulabubu",25,"0","4","0","0","9,038","0","5,161","0","$6,175"
"#1355","steemrich",25,"9","97","39","0","45,153","0","5,160","0","$6,174"
"#1356","dab",49.7,"63","70","13","33,774","4,342","2,008","5,145","0","$8,559"
"#1357","zedomax",42,"17","269","2","14,111","1,538","0","5,144","2","$6,158"
"#1358","payout",25,"0","15","0","0","176","0","5,139","0","$6,148"
"#1359","jonathan.bahai",51,"3","37","2","107,948","2,132","0","5,137","0","$6,147"
"#1360","carterx7",61.5,"945","324","93","1,469,993","219,009","10","5,135","10","$6,172"
"#1361","smiller",41.6,"51","13","1","7,952","2,469","0","5,119","0","$6,125"
"#1362","jacor",70.6,"1,867","2,473","1,007","33,415,962","905,071","0","5,105","0","$6,108"
"#1363","honusurf",53.3,"146","589","634","137,058","264,699","13","5,095","6","$6,120"
"#1364","inky87",37.5,"27","0","0","3,143","1,463","0","5,095","1","$6,097"
"#1365","myvoter",61.6,"878","73","0","1,361,186","1,438,765","23,261","5,086","563","$34,779"
"#1366","miguel12",52.4,"288","68","2","119,782","3,313","0","5,084","9","$6,095"
"#1367","liz-wolfe",56.9,"10","50","1","3,960,691","0","0","5,080","440","$6,753"
"#1368","buguela89",41.9,"128","587","669","12,802","1,389","0","5,079","0","$6,077"
"#1369","youngju",44.2,"111","225","249","32,570","4,123","0","5,076","3","$6,077"
"#1370","coolbowser",58,"1,743","619","460","580,229","151,957","18","5,067","16","$6,109"
"#1371","ullalla98",40.9,"164","180","199","20,549","2,573","0","5,061","0","$6,056"
"#1372","icoexaminer",49.2,"264","45","1","69,305","1,122","0","5,059","227","$6,401"
"#1373","kenedy0815",25,"0","0","0","0","100","49","5,056","0","$6,108"
"#1374","djleo",54.1,"202","129","21","170,884","25,169","0","5,055","0","$6,048"
"#1375","baronofbitcoin",50.6,"11","69","0","243,857","14,812","148","5,052","0","$6,221"
"#1376","holm",57.4,"823","225","22","683,767","46,775","34","5,050","1","$6,086"
"#1377","tidewater",25,"0","0","1","0","15","0","5,048","0","$6,040"
"#1378","teedeaseaula",41,"14","16","2","4,005","429","0","5,044","2","$6,039"
"#1379","etartakovsky",25,"1","3","1","0","1,419","0","5,042","0","$6,033"
"#1380","clio",59.1,"682","232","24","690,423","21,976","0","5,042","17","$6,059"
"#1381","jbrukh",58.6,"42","144","10","5,108,871","39,820","834","5,038","98","$7,177"
"#1382","lennstar",64.6,"3,521","535","82","2,706,991","59,327","76","5,037","36","$6,173"
"#1383","luckyguy",25,"0","55","3","0","0","583","5,031","0","$6,717"
"#1384","kentvanho",25,"2","0","0","0","0","0","5,027","0","$6,015"
"#1385","richard-921",54.4,"371","216","60","310,265","27,015","0","5,016","7","$6,012"
"#1386","goldibex",25,"3","0","0","21","0","0","5,011","0","$5,995"
"#1387","jacknbeanstalk",25,"0","0","0","0","0","0","5,007","0","$5,991"
"#1388","officialfuzzy",74.3,"2,647","5,798","111","113,161,842","9,789,596","393","5,000","0","$6,452"
"#1389","nolnocluap",64.5,"1,864","697","111","3,314,285","15,258","435","4,998","53","$6,581"
"#1390","kasho",56.2,"249","58","8","342,436","6,962","0","4,988","3","$5,972"
"#1391","virtualgrowth",71,"12,034","2,209","1,845","20,059,269","300,689","932","4,988","20","$7,113"
"#1392","dcshin",45.4,"48","200","115","58,792","12,511","0","4,983","0","$5,963"
"#1393","xxsenpaixsamaxx",68.5,"1,431","813","56","9,776,787","24,763","0","4,978","120","$6,140"
"#1394","jens84",34.5,"60","502","119","669","343,057","213","4,970","0","$6,201"
"#1395","greatestwall",25,"0","0","0","0","0","0","4,968","0","$5,944"
"#1396","spiz0r",55.2,"433","360","96","429,876","303,910","20","4,968","18","$5,994"
"#1397","streemian",59.4,"76","406","0","6,391,110","25,005","1","4,967","18","$5,973"
"#1398","robak",28,"1","0","0","0","801","0","4,955","0","$5,928"
"#1399","healthiswealth",53,"5,008","2,712","2,249","298,000","27,317","0","4,941","66","$6,013"
"#1400","lpfaust",66.3,"1,795","844","120","7,339,103","158,775","4","4,941","30","$5,963"
"#1401","sift666",63.7,"2,978","713","278","2,712,099","178,457","0","4,940","20","$5,940"
"#1402","riseofth",46,"175","237","256","23,044","20,662","0","4,940","0","$5,910"
"#1403","atry",25,"1","0","0","0","0","0","4,939","0","$5,909"
"#1404","chhayll",55.4,"173","363","30","274,056","74,954","0","4,930","1","$5,900"
"#1405","abh12345",64.9,"7,047","2,418","743","3,277,734","98,310","162","4,927","22","$6,123"
"#1406","xanoxt",61,"1,230","608","579","1,469,292","213,048","71","4,927","4","$5,986"
"#1407","norbu",70.2,"2,074","966","716","13,618,251","1,611,310","752","4,919","1","$6,787"
"#1408","noxiousfumes",25,"0","0","0","0","0","0","4,919","0","$5,885"
"#1409","dragonfly1",39.7,"50","1","1","5,710","1,215","0","4,911","2","$5,879"
"#1410","lostcity",25,"0","0","0","0","0","0","4,905","0","$5,869"
"#1411","runridefly",70.4,"6,643","2,054","1,870","12,992,898","575,431","0","4,901","0","$5,864"
"#1412","gonzo",68,"2,436","797","75","8,860,788","129,925","0","4,877","0","$5,836"
"#1413","rapp",32.8,"16","125","1","777","134,087","0","4,877","1","$5,836"
"#1414","ludorum",66.1,"2,002","889","334","6,972,956","959,588","0","4,877","0","$5,835"
"#1415","zzalinor",25,"0","0","0","0","0","0","4,869","0","$5,825"
"#1416","calaber24p",73.8,"1,646","3,317","102","109,339,604","624,554","0","4,864","0","$5,819"
"#1417","costanza",55.9,"1,064","104","70","329,783","27,047","25","4,864","1","$5,851"
"#1418","sportsncoffee",71,"852","1,615","1,140","17,533,518","64,258","1,310","4,857","0","$7,379"
"#1419","reddragon23",25,"0","0","0","0","0","0","4,855","0","$5,808"
"#1420","snubbermike",47.7,"330","428","349","87,670","93,053","5","4,853","12","$5,830"
"#1421","opie",25,"0","0","0","0","0","0","4,837","0","$5,788"
"#1422","jaybird",64.1,"3,531","712","509","3,840,125","85,676","219","4,834","0","$6,047"
"#1423","au1nethyb1",62.1,"64","1,006","9","12,208,037","14,392,823","0","4,826","0","$5,774"
"#1424","amartinezque",61.9,"703","740","94","8,152,178","163,831","191","4,822","8","$6,010"
"#1425","alao",60.6,"1,851","1,089","763","1,352,768","200,168","540","4,820","0","$6,413"
"#1426","leylar",68.5,"2,605","672","182","7,080,108","242,005","0","4,813","7","$5,770"
"#1427","toosavvy4u",25,"0","0","0","0","0","0","4,802","0","$5,745"
"#1428","tsugimoto",60.8,"103","215","49","3,419,096","31,263","50","4,790","342","$6,315"
"#1429","cryptastic",56.1,"1,074","589","523","500,367","145,981","0","4,789","58","$5,820"
"#1430","georgia",25,"0","0","0","0","0","0","4,789","0","$5,730"
"#1431","investingpennies",57.1,"1,714","371","95","462,552","75,308","3","4,788","0","$5,733"
"#1432","webcoop",60.3,"653","341","328","864,277","30,773","39","4,787","127","$5,969"
"#1433","lat-nayar",58,"32","43","0","3,730,477","217","220","4,783","229","$6,337"
"#1434","rc3",40.8,"20","81","21","19,999","75,949","0","4,778","0","$5,717"
"#1435","geterdone",32.1,"6","0","0","689","430","0","4,777","0","$5,716"
"#1436","generikat",67,"2,190","1,176","1,172","5,903,139","177,964","25","4,777","207","$6,063"
"#1437","kendewitt",55.9,"886","859","720","329,992","324,453","0","4,774","12","$5,731"
"#1438","lovemetouchme2",55,"923","320","63","302,316","120,921","0","4,768","0","$5,705"
"#1439","evoman1",56.9,"743","608","642","428,852","55,175","661","4,761","4","$6,494"
"#1440","randowhale1",46.6,"6,148","286","0","26,961","8,008,203","0","4,760","0","$5,695"
"#1441","shane",25,"0","6","0","0","0","0","4,745","1","$5,678"
"#1442","karnal",63.7,"456","408","28","4,773,765","7,749","0","4,741","4","$5,679"
"#1443","resiliencia",54.1,"2,218","834","970","191,525","62,009","0","4,736","36","$5,721"
"#1444","whitedolphin",59.1,"1,071","388","90","1,068,137","40,416","258","4,722","28","$6,001"
"#1445","briskbrisk",40.2,"35","61","1","11,302","6,373","1","4,715","2","$5,647"
"#1446","yoganarchista",67.5,"5,782","1,614","1,468","7,823,810","168,294","117","4,707","13","$5,792"
"#1447","dumar022",70.5,"4,414","1,398","986","15,017,334","553,423","16","4,695","0","$5,637"
"#1448","tamwin33",56.7,"96","115","21","3,637,543","8,922","0","4,695","2","$5,620"
"#1449","nikethemutt",48.1,"288","115","91","45,233","67,843","0","4,694","5","$5,623"
"#1450","yowie",25,"0","0","0","0","4","0","4,690","0","$5,611"
"#1451","fundurian",62.9,"1,523","414","42","2,335,524","170,933","58","4,689","0","$5,680"
"#1452","yonatangov",43,"24","22","0","13,165","141","0","4,673","5","$5,599"
"#1453","labradorpuppies",56.5,"1,285","142","49","447,860","16,504","0","4,670","0","$5,588"
"#1454","mauricemikkers",64.4,"396","494","12","16,861,387","348,143","0","4,668","5","$5,593"
"#1455","coruscate",59.4,"680","79","20","756,609","17,528","0","4,665","36","$5,637"
"#1456","ivan-perez-anies",66.1,"903","512","329","4,650,973","294,053","0","4,656","5","$5,579"
"#1457","dwongch",55.8,"1,020","525","377","424,621","28,988","23","4,656","14","$5,619"
"#1458","eco-alex",61.2,"2,922","887","780","1,389,225","210,967","709","4,654","122","$6,604"
"#1459","jemmalypuff",56.1,"13","55","1","3,621,424","0","0","4,650","403","$6,181"
"#1460","lotos",25,"0","28","0","0","15,731","0","4,647","0","$5,560"
"#1461","brains",56.4,"223","639","367","339,547","808,301","1","4,637","101","$5,704"
"#1462","thebluepanda",66.1,"1,524","591","54","6,611,747","138,706","0","4,637","0","$5,548"
"#1463","havok777",65.7,"4,044","1,239","739","3,849,218","204,822","0","4,631","2","$5,543"
"#1464","space-man",50.6,"651","55","151","101,665","7,604","0","4,627","3","$5,541"
"#1465","ethwin",37.1,"3","40","9","3,648","9,777","2,971","4,621","3","$9,087"
"#1466","dzone",58.4,"385","343","369","667,055","331,166","0","4,620","23","$5,562"
"#1467","socialspace",39,"67","0","0","4,428","16,251","491","4,619","1","$6,115"
"#1468","themagus",67.7,"2,584","821","626","8,018,042","358,488","0","4,611","2","$5,520"
"#1469","igster",60.1,"2,110","844","72","958,088","284,471","21","4,604","1","$5,536"
"#1470","btcswag",51,"60","51","3","93,626","13,836","0","4,604","28","$5,551"
"#1471","velourex",53,"834","308","25","160,600","312,515","18","4,600","3","$5,530"
"#1472","sauna",45,"225","135","35","12,786","52,117","1,025","4,600","2","$6,733"
"#1473","cardiff",62.7,"215","759","124","2,720,282","10,197","0","4,598","29","$5,545"
"#1474","tshering-tamang",61.4,"812","201","48","3,377,989","9,087","61","4,588","15","$5,585"
"#1475","siavach",65.1,"736","541","387","4,191,758","66,348","0","4,586","0","$5,487"
"#1476","vinsom",14.7,"3","0","0","0","466","0","4,582","0","$5,483"
"#1477","taconator",57.2,"84","104","0","495,257","33,022","0","4,576","342","$5,999"
"#1478","treeshaface",61.2,"530","271","86","3,824,985","31,861","0","4,571","24","$5,505"
"#1479","leesongyi",64.1,"6,438","554","229","3,047,292","596,895","141","4,557","13","$5,641"
"#1480","mallorcaman",65.8,"2,739","1,192","940","4,218,549","374,810","0","4,555","39","$5,509"
"#1481","ellieguzman",57.7,"14","83","2","6,194,231","10","3,277","4,544","696","$10,426"
"#1482","beesteem",55.2,"398","730","451","380,148","151,936","0","4,541","44","$5,501"
"#1483","neverwas",25,"0","0","0","0","0","0","4,533","0","$5,424"
"#1484","dresden",67.5,"2,089","850","487","6,653,634","526,379","3,607","4,526","0","$9,731"
"#1485","netsjoen",26,"8","18","4","183","909","0","4,525","0","$5,414"
"#1486","dragonlunch",36.9,"11","98","2","2,873","198","0","4,521","1","$5,411"
"#1487","alexpfeiffer",56.6,"529","686","79","911,105","148,202","0","4,515","0","$5,402"
"#1488","forexbrokr",62.6,"1,374","502","447","1,973,788","101,490","227","4,508","0","$5,666"
"#1489","ebryans",66.5,"3,032","1,068","993","4,371,714","245,090","266","4,496","102","$5,854"
"#1490","rl90",54.6,"331","130","2","503,948","13,393","1,494","4,493","0","$7,164"
"#1491","kate2fun",49.2,"95","176","126","108,127","8,640","400","4,478","22","$5,870"
"#1492","michaelx",59.2,"635","530","74","1,945,638","252,747","0","4,472","465","$6,063"
"#1493","betamusic",68.6,"1,524","1,310","697","12,043,339","259,887","0","4,468","1","$5,347"
"#1494","trumpcard",25,"0","0","0","0","0","0","4,461","0","$5,337"
"#1495","communitynews",54.9,"325","175","35","283,555","89,773","8","4,451","2","$5,339"
"#1496","umami",40.6,"188","1","0","6,378","10,922","15","4,446","25","$5,375"
"#1497","kalemandra",67.2,"5,700","1,781","1,554","6,229,773","153,744","110","4,443","51","$5,526"
"#1498","wpcteem",25,"0","2","0","0","0","0","4,431","0","$5,301"
"#1499","awrelll",50.4,"1","153","9","91,662","205","0","4,401","11","$5,282"
"#1500","bitrocker2020",62.4,"2,566","1,013","788","1,918,472","79,398","157","4,394","18","$5,472"
"#1501","throughmyeyes",55.6,"1,230","335","272","390,884","126,346","0","4,391","145","$5,476"
"#1502","voter",41.9,"411","85","0","11,094","154,385","1","4,390","9","$5,267"
"#1503","catchfire",36.4,"33","229","50","343","6,479","0","4,389","0","$5,252"
"#1504","rmach",66.9,"2,289","757","521","4,681,920","214,955","0","4,386","0","$5,248"
"#1505","kotturinn",65.1,"3,601","769","78","4,339,106","152,232","0","4,375","4","$5,240"
"#1506","steemed-proxy",25,"0","0","0","0","5,233,902","167","4,374","0","$5,434"
"#1507","siggjo",25,"8","0","0","17","108","0","4,371","0","$5,230"
"#1508","kyusho",68.4,"4,235","1,188","1,078","7,961,253","236,802","4","4,370","0","$5,234"
"#1509","mafkikker",25,"1","34","2","0","28","0","4,369","0","$5,227"
"#1510","estonia",38.9,"66","134","17","11,187","560,344","0","4,366","1","$5,225"
"#1511","alienbutt",69.7,"2,534","1,921","1,661","11,071,317","394,166","599","4,366","19","$5,970"
"#1512","konelectric",57.3,"1,174","482","303","469,773","155,412","0","4,363","0","$5,220"
"#1513","apolymask",66.2,"3,973","1,307","981","4,320,883","129,169","0","4,363","0","$5,220"
"#1514","jedigeiss",62,"1,295","128","105","1,380,312","32,935","14","4,357","14","$5,251"
"#1515","morpheus212",33.3,"12","0","0","938","1,111","0","4,345","0","$5,199"
"#1516","jefflombardo",59.7,"135","583","66","1,565,793","43,617","0","4,342","0","$5,195"
"#1517","markedwr2",51.8,"11","2","1","138,577","0","0","4,341","0","$5,194"
"#1518","jacobt",58.5,"275","219","8","1,130,581","35,182","626","4,339","0","$5,940"
"#1519","chooch",37.3,"7","33","2","3,011","0","0","4,336","0","$5,187"
"#1520","bobsunday",58.6,"49","90","1","3,447,678","774","265","4,333","274","$5,921"
"#1521","ozcap",50.6,"97","72","5","67,309","6,149","296","4,330","0","$5,535"
"#1522","x22report",67.2,"348","1,763","2","8,566,196","12,312","1","4,323","368","$5,737"
"#1523","richbaek",48.9,"1,404","234","210","128,260","56,903","0","4,322","0","$5,171"
"#1524","ranko-k",59.5,"344","170","22","3,833,337","59,088","0","4,321","0","$5,170"
"#1525","daxon",63.6,"351","706","11","6,663,829","6,749","1,035","4,320","335","$6,920"
"#1526","adamantine",50.9,"519","105","11","89,400","17,036","0","4,307","1","$5,154"
"#1527","louispark",62,"7,370","704","500","2,184,011","332,882","24","4,294","0","$5,167"
"#1528","seveaux",56,"979","403","383","278,385","32,240","0","4,290","0","$5,133"
"#1529","leesol",64.1,"3,499","641","251","3,519,302","902,448","891","4,287","1","$6,197"
"#1530","jeffberwick",66.8,"80","4,924","1","8,433,839","5,475","0","4,283","0","$5,124"
"#1531","xervantes",59.3,"1,364","567","489","1,120,388","89,562","0","4,280","0","$5,122"
"#1532","xyanthon",67.2,"607","449","287","5,368,784","88,081","7","4,279","7","$5,139"
"#1533","limitless",63.7,"529","326","104","9,073,230","29,499","277","4,270","10","$5,456"
"#1534","borepstein",58.6,"1,853","795","708","799,551","79,311","156","4,267","4","$5,297"
"#1535","future24",71.1,"6,526","1,917","1,866","17,867,618","302,241","23","4,253","0","$5,116"
"#1536","michaelstobiersk",64.9,"10,340","1,353","1,298","3,474,189","166,327","0","4,248","7","$5,093"
"#1537","brayden",25,"0","0","0","0","0","0","4,247","0","$5,082"
"#1538","ihashfury",56.3,"57","706","424","1,394,553","2,242,498","0","4,246","1","$5,081"
"#1539","danjgreco",25,"0","0","0","0","0","770","4,239","0","$5,993"
"#1540","kitcat",65.7,"2,435","897","688","5,204,929","108,652","7","4,239","1,691","$7,672"
"#1541","billroth",48.7,"268","341","55","160,561","31,699","0","4,238","0","$5,071"
"#1542","maxbullion",51.1,"379","652","699","113,897","105,783","0","4,234","81","$5,190"
"#1543","blockgators",59.7,"1,248","0","0","737,281","22,114","5","4,234","18","$5,099"
"#1544","team-leibniz",62.5,"485","524","175","2,782,353","296,346","0","4,232","3","$5,068"
"#1545","cheetah",72.3,"171,348","4,136","1","26,300,845","160,120","5","4,231","36","$5,124"
"#1546","facer",52.5,"61","234","34","189,970","22,504","3,425","4,225","2","$9,157"
"#1547","bucci",25,"0","0","0","0","0","168","4,212","0","$5,241"
"#1548","wzl100",25,"0","0","0","0","2,127","0","4,212","0","$5,039"
"#1549","unhorsepower777",68.2,"2,891","1,063","1,099","7,000,326","162,573","54","4,209","70","$5,208"
"#1550","toothdecay",25,"0","0","0","0","0","0","4,209","0","$5,036"
"#1551","steemit-health",67.8,"1,896","1,804","8","6,876,687","35,548","98","4,205","0","$5,148"
"#1552","killerstorm",59.4,"42","122","1","11,948,911","15,699","0","4,202","0","$5,027"
"#1553","crypto777",25,"0","60","0","0","0","0","4,195","0","$5,019"
"#1554","sniffbiff",57.5,"203","0","0","463,755","10,067","0","4,192","8","$5,028"
"#1555","zoltan",25,"0","0","0","0","0","0","4,186","0","$5,008"
"#1556","trevor.george",66.7,"3,112","616","112","4,637,298","86,465","194","4,179","245","$5,608"
