"Rank","Name","Rep","Post_Count","Followers","Following","Posting","Curation","Steem","Steem_Power","Steem_Dollars","Estimated_Value"
"#305","underdog600",25,"1","43","0","0","140,232","566","39,170","0","$47,543"
"#306","redpalestino",67.3,"2,270","1,252","1,251","6,561,135","1,279,359","0","38,734","2","$46,345"
"#307","trevonjb",69.1,"842","6,645","40","18,842,175","1,305,300","3,864","38,653","282","$51,302"
"#308","busy.witness",25,"0","191","0","0","0","0","38,507","0","$46,072"
"#309","hunter",25,"0","0","0","0","0","0","38,482","0","$46,043"
"#310","yougotflagged",57.4,"114","96","22","20,757","184,947","0","38,170","0","$45,669"
"#311","michelle.gent",74.1,"6,144","1,738","1,539","36,541,461","1,154,022","0","37,962","0","$45,420"
"#312","chitty",68.8,"1,343","2,227","287","29,152,360","4,257,502","0","37,846","8","$45,293"
"#313","abigail-dantes",57.7,"630","365","36","594,923","427,487","0","37,707","0","$45,114"
"#314","jamesbond",25,"0","0","0","0","0","0","37,653","0","$45,050"
"#315","flipstar",62.3,"3,314","896","602","2,249,507","450,877","0","37,208","4","$44,524"
"#316","smooth.witness",62.6,"17","735","0","5,320,304","3,906,851","58","37,183","12","$44,575"
"#317","tim4",25,"0","0","0","0","0","0","36,862","0","$44,104"
"#318","khoa",54.8,"805","6","0","223,562","176,168","466","36,685","0","$44,449"
"#319","noisy",65,"2,239","2,034","1,101","8,001,106","1,699,604","15,765","36,660","4","$62,730"
"#320","steemstermon",25,"1","73","0","0","7,082","24,123","36,533","0","$72,571"
"#321","albensilverberg",58.7,"766","768","161","1,338,052","415,566","0","35,506","1","$42,483"
"#322","kim066",65.2,"3,576","1,137","811","5,154,299","368,694","52","35,352","0","$42,360"
"#323","joele",53.8,"361","1,856","1,284","304,795","3,260,717","5","35,329","1","$42,278"
"#324","imacryptorick",47,"124","0","0","23,643","42,271","1,009","35,292","15","$43,456"
"#325","krnel",76.5,"5,937","3,478","2,639","112,689,513","1,414,597","1,378","35,212","1,163","$45,560"
"#326","somebody",59,"480","486","48","1,952,319","3,488,951","11","34,817","453","$42,364"
"#327","peerplays",67.3,"152","1,019","6","24,618,628","473,660","3,682","34,644","1,242","$47,761"
"#328","morning",69.2,"1,397","1,079","570","13,836,601","1,519,924","40","34,405","0","$41,213"
"#329","kingscrown",75.6,"3,056","10,028","73","116,430,410","8,330,936","4,130","34,341","88","$46,164"
"#330","monsternal",25,"0","60","0","0","0","36,983","33,976","1","$84,901"
"#331","jsg",63.4,"951","445","29","3,976,519","1,302,582","0","33,923","0","$40,588"
"#332","crypt0",72,"1,718","6,540","58","27,904,196","208,901","0","33,389","960","$41,420"
"#333","derrick829",60,"796","60","2","783,441","106,681","0","33,336","212","$40,211"
"#334","clains",68.2,"763","1,669","35","43,884,820","1,408,970","0","33,289","30","$39,875"
"#335","try",25,"0","0","0","0","0","0","33,248","0","$39,779"
"#336","steemcleaners",75.9,"37,795","2,885","2","98,507,616","176,170","4,329","33,201","0","$44,903"
"#337","adept",58.4,"4,176","617","72","727,303","335,120","0","33,192","0","$39,713"
"#338","infovore",72.1,"1,386","3,141","871","115,013,362","4,377,322","3,495","33,186","5","$43,895"
"#339","chainsquad",66,"34","682","0","13,041,793","67","0","32,899","56","$39,449"
"#340","stephenkendal",73.4,"9,634","3,741","3,314","36,744,113","1,013,637","0","32,873","120","$39,515"
"#341","donaldtrumpfan",58.8,"370","115","5","714,885","516,049","0","32,598","75","$39,117"
"#342","xpilar",60.2,"4,629","471","334","979,286","630,908","41","32,598","14","$39,072"
"#343","firepower",70,"15,368","9,162","9,227","29,839,647","1,477,462","0","32,588","0","$38,991"
"#344","zer0hedge",70.4,"638","1,516","14","18,113,239","63,376","0","32,570","300","$39,428"
"#345","onealfa",61,"2,343","1,085","994","1,933,895","817,570","0","32,317","0","$38,667"
"#346","yun093",50.6,"132","395","415","58,840","156,870","0","32,207","4","$38,541"
"#347","leomichael",65.1,"7,785","1,182","416","4,287,436","1,017,770","0","32,110","15","$38,442"
"#348","busy.org",67.1,"18","1,349","0","37,337,796","364,251","0","32,020","1,506","$40,619"
"#349","pfunk",72.6,"6,431","3,403","2,535","86,643,189","13,036,645","210","31,539","19","$38,016"
"#350","uplus",56.9,"778","583","574","676,965","290,702","0","31,469","4","$37,658"
"#351","fabio",66.5,"1,503","1,331","1,193","7,563,159","1,914,425","787","31,443","278","$38,989"
"#352","itchykitten",59.4,"1,120","796","168","1,545,975","562,163","2,184","31,395","212","$40,502"
"#353","paco",62.7,"2,772","535","22","1,998,464","749,118","17","31,376","0","$37,560"
"#354","themonetaryfew",49.4,"373","550","460","116,182","940,651","46","31,335","1","$37,547"
"#355","spectral",62,"127","174","13","9,349,979","53,457","2","31,318","2","$37,476"
"#356","amiramnoam",60.3,"908","902","676","911,832","230,306","10","31,299","19","$37,488"
"#357","nextgen622",65.9,"1,316","1,173","605","6,559,494","2,580,277","198","31,245","0","$37,620"
"#358","tommyhansen",60.2,"1,094","186","86","1,146,740","859,095","0","31,207","76","$37,455"
"#359","steem-id",55.1,"90","340","8","1,061,345","1,751,676","0","31,166","0","$37,290"
"#360","halfempty",25,"0","0","0","0","0","0","31,078","0","$37,183"
"#361","romedog",25,"0","31","0","0","682,723","0","30,837","0","$36,895"
"#362","originate",65.7,"279","888","60","11,484,176","2,434,619","16,028","30,770","0","$55,992"
"#363","majorminer",25,"0","0","0","0","0","0","30,694","0","$36,724"
"#364","kevlar",25,"0","0","0","0","0","0","30,694","0","$36,724"
"#365","lockheed",25,"0","0","0","0","0","0","30,694","0","$36,724"
"#366","unix",25,"0","0","0","0","0","0","30,694","0","$36,724"
"#367","shaka",67.2,"1,641","1,600","1,417","7,709,088","14,340,237","2,203","30,573","27","$39,257"
"#368","anotherjoe",66.4,"2,842","1,772","1,388","6,066,290","2,652,824","2,490","30,570","5","$39,561"
"#369","bleujay",66.9,"6,029","1,286","650","6,269,137","2,132,847","6,552","30,509","3","$44,348"
"#370","gardenofeden",72.2,"4,877","2,320","2,032","31,061,985","409,389","52","30,472","0","$36,521"
"#371","algebra",25,"0","0","0","0","0","0","30,408","0","$36,382"
"#372","chryspano",54.1,"241","466","40","1,386,445","1,226,421","7,794","30,379","4","$45,679"
"#373","ghasemkiani",66.6,"2,008","2,969","3,042","4,961,524","96,373","164","30,219","7","$36,362"
"#374","b0y2k",72.5,"3,849","1,653","30","58,599,048","940,903","0","30,140","0","$36,061"
"#375","cornerstone",47.8,"51","604","63","40,350","3,171,050","5,014","30,020","22","$41,951"
"#376","akshaybajaj",25,"1","1","0","0","0","199","30,017","3","$36,158"
"#377","blurrycat",25,"0","0","0","0","0","0","29,971","0","$35,859"
"#378","klye",72.3,"9,799","2,918","2,205","38,757,980","768,392","1","29,903","0","$35,779"
"#379","complexring",68.2,"987","1,910","39","35,409,359","47,729,760","0","29,866","26","$35,773"
"#380","theoretical",63.5,"118","509","0","18,695,762","121,012","5","29,845","5,812","$44,627"
"#381","domino",62.5,"1,826","606","88","2,034,297","810,660","0","29,653","1","$35,479"
"#382","jesta",70.5,"1,983","4,212","82","56,982,869","8,185,868","1","29,626","13","$35,469"
"#383","dana-edwards",73.7,"3,878","3,026","95","71,912,425","324,871","0","29,383","39","$35,216"
"#384","tarekadam",66.4,"1,623","1,062","622","5,849,730","999,774","268","29,290","44","$35,432"
"#385","billbutler",64.6,"522","858","87","10,536,542","401,360","121","29,156","0","$35,028"
"#386","lafona5",25,"0","33","0","0","267,156","5","28,814","14","$34,502"
"#387","cjh",47.3,"59","351","365","36,617","59,072","5,783","28,588","7","$41,134"
"#388","clayop",72.2,"3,430","3,126","594","46,337,601","10,088,493","223","28,541","0","$34,416"
"#389","awgbibb",69.1,"7,326","1,831","1,341","11,206,203","1,293,721","0","28,473","248","$34,448"
"#390","thedelegator",25,"0","34","0","0","62,484","0","28,426","0","$34,011"
"#391","megaspore",65.4,"1,983","366","83","3,765,953","399,080","1","27,855","1,329","$35,367"
"#392","try1",25,"0","0","0","0","0","0","27,781","0","$33,239"
"#393","ramblin-bob",54.7,"44","180","51","322,845","162,283","973","27,568","0","$34,148"
"#394","mail",25,"0","0","0","0","0","0","27,458","0","$32,852"
"#395","ronsmith",25,"1","0","0","33","990","652","27,412","0","$33,578"
"#396","kennyrowe",64.7,"182","337","39","4,920,393","24,905","0","27,385","957","$34,233"
"#397","anyx",68.2,"1,157","3,237","1,933","28,988,762","8,762,792","262","27,135","0","$32,779"
"#398","maa",65.6,"1,775","1,365","841","8,676,221","571,325","800","27,087","26","$33,405"
"#399","wmougayar",63.5,"47","308","5","24,040,994","5,315","949","27,066","3,802","$39,348"
"#400","swissclive",57.8,"751","7","7","493,674","137,343","0","27,051","24","$32,402"
"#401","ibk",52.5,"205","59","24","132,450","171,276","0","26,869","19","$32,177"
"#402","daveks",71.5,"15,167","3,692","3,097","20,145,984","1,374,545","0","26,673","39","$31,973"
"#403","davidp",54.7,"250","534","80","448,594","117,097","199","26,662","39","$32,198"
"#404","ashe-oro",60.7,"400","334","11","1,210,059","98,821","13","26,584","89","$31,958"
"#405","uradick",25,"1","74","26","0","1,458,296","0","26,428","0","$31,620"
"#406","a48",32.2,"11","343","23","129","6,823","0","26,259","0","$31,418"
"#407","benhoneywell",50.1,"1","91","0","134,511","0","0","26,234","55","$31,472"
"#408","boobies",25,"0","0","0","0","0","0","26,143","0","$31,279"
"#409","atomrigs",62.9,"584","942","62","2,954,004","359,995","0","26,133","1,719","$33,903"
"#410","destbest",53,"142","193","56","209,014","598,323","40","25,892","24","$31,063"
"#411","carface",56.9,"915","749","61","859,494","224,303","0","25,889","4","$30,981"
"#412","tradewonk",57.9,"6,715","1,770","1,808","339,895","31,043","50","25,783","2","$30,912"
"#413","randomthoughts",51.3,"34","93","1","91,418","155,222","0","25,755","0","$30,814"
"#414","brent1042",50,"719","693","681","134,914","204,099","0","25,592","5","$30,628"
"#415","creadordelfuturo",61.2,"4,625","857","151","1,405,271","690,012","1","25,569","10","$30,609"
"#416","jacobcards",66.8,"2,276","1,034","664","5,631,354","243,197","1","25,553","143","$30,794"
"#417","ayusor",54.5,"224","603","458","289,573","253,022","0","25,507","11","$30,536"
"#418","pandit",44.4,"33","29","13","24,666","5,760","0","25,345","0","$30,325"
"#419","netuoso",67.6,"2,489","1,059","965","6,106,847","289,561","5","25,240","0","$30,204"
"#420","erihn",25,"0","64","0","0","521","0","25,212","0","$30,165"
"#421","centering",61,"5,557","819","472","1,768,468","454,392","28","25,160","28","$30,180"
"#422","steem.com",61.2,"1,056","317","251","1,746,322","32,141","0","24,891","88","$29,917"
"#423","javybar",54.6,"985","132","125","223,394","98,493","0","24,889","8","$29,792"
"#424","prameshtyagi",63.2,"1,442","310","48","2,627,471","730,734","0","24,559","6","$29,392"
"#425","almost-digital",60.7,"231","704","51","1,772,928","59,146","50","24,497","6","$29,378"
"#426","instability",25,"0","0","0","0","0","0","24,316","0","$29,093"
"#427","miningcoins",25,"0","66","8","0","10,321","5,000","24,297","1","$35,054"
"#428","chainsquad.com",25,"0","128","0","0","0","0","24,278","0","$29,047"
"#429","sauravrungta",74.1,"6,851","2,569","2,445","73,054,938","982,146","36","24,265","0","$29,076"
"#430","veveve",25,"0","0","0","0","0","0","24,228","0","$28,987"
"#431","rcarter",47.1,"529","184","77","46,333","17,037","0","24,199","0","$28,953"
"#432","danlupi",63.7,"2,320","504","50","3,125,779","167,250","5,651","24,121","7","$35,632"
"#433","voronoi",69,"2,988","2,208","1,841","19,918,960","1,035,467","764","24,108","0","$29,759"
"#434","goldbug",25,"0","0","0","0","0","0","23,932","0","$28,633"
"#435","pmartynov",56.6,"69","319","36","1,494,717","556,444","22","23,891","36","$28,666"
"#436","vega113",45,"23","56","2","30,229","6,209","2,478","23,878","19","$31,563"
"#437","meesterboom",72.7,"24,306","2,887","2,481","39,585,286","1,125,764","216","23,827","0","$28,767"
"#438","barbro",61.5,"219","613","127","2,291,835","2,593,870","0","23,814","0","$28,492"
"#439","cervantes",70.5,"1,225","2,112","521","16,946,254","10,273,977","0","23,774","357","$28,992"
"#440","imaginary",25,"0","0","0","0","0","0","23,723","0","$28,383"
"#441","fiveboringgames",60.2,"963","622","114","890,257","588,043","371","23,626","0","$28,711"
"#442","picokernel",63.1,"310","850","235","6,368,301","1,240,459","1","23,460","0","$28,070"
"#443","xiaohui",67,"460","549","16","4,816,725","2,577,742","0","23,453","389","$28,657"
"#444","saramiller",70.1,"3,184","1,502","1,324","20,139,585","722,784","206","23,322","187","$28,438"
"#445","lichtblick",69.6,"9,706","2,053","824","14,073,870","1,706,800","5,203","23,300","14","$34,124"
"#446","blueorgy",67.7,"6,178","3,307","623","14,645,036","1,720,815","2,157","23,213","8","$30,366"
"#447","kdj",57.1,"525","370","286","548,867","311,816","0","23,042","105","$27,730"
"#448","bookingteam.com",69.9,"206","2,508","1,514","16,094,003","81,019","468","22,924","44","$28,055"
"#449","mysteempower2",25,"0","0","0","0","128","343","22,901","0","$27,810"
"#450","cjsdns",64.4,"4,676","498","368","3,729,004","255,108","0","22,705","36","$27,222"
"#451","cyrano.witness",57.9,"275","239","1","1,098,200","263,013","0","22,677","0","$27,132"
"#452","oflyhigh",73.8,"5,939","2,290","360","37,274,764","2,934,535","83","22,617","177","$27,430"
"#453","greene0",43.6,"13","42","27","17,143","243,528","0","22,609","0","$27,050"
"#454","stimp1024",59.3,"503","59","12","555,672","153,379","303","22,575","19","$27,400"
"#455","neilstrauss",67.2,"107","1,224","10","26,710,051","234","5,109","22,558","3,026","$37,743"
"#456","felix.mg1",34.9,"3","40","0","1,657","113,220","1,914","22,463","1","$29,168"
"#457","gilead",25,"0","47","0","0","17,132","19,763","22,444","0","$50,499"
"#458","greatpath",65.1,"1,634","483","48","4,152,909","1,239,131","0","22,370","0","$26,765"
"#459","mottler-1",25,"0","0","0","0","0","0","22,307","0","$26,689"
"#460","secretpayout6",25,"0","33","1","0","0","366","22,267","0","$27,080"
"#461","java1959",55.2,"105","130","13","834,653","188,734","0","22,247","2","$26,621"
"#462","lordvader",69.3,"2,002","1,453","533","21,434,905","490,232","801","22,232","0","$27,558"
"#463","trogdor",63.3,"1,555","1,398","37","9,015,278","2,762,471","0","22,120","55","$26,549"
"#464","danknugs",60.6,"125","331","1","3,086,828","528,954","0","22,035","0","$26,364"
"#465","dan-bn",38.7,"97","290","36","688","485,424","0","22,016","1","$26,342"
"#466","cnts",63.2,"2,173","0","0","1,905,655","48,707","0","21,966","708","$27,368"
"#467","ibb",25,"0","0","0","0","41,708","0","21,960","0","$26,276"
"#468","mohammedfelahi",57.2,"3,500","583","608","638,059","45,687","0","21,907","2","$26,215"
"#469","homo.steemiensis",25,"0","6","0","0","15,845","0","21,894","0","$26,195"
"#470","quinneaker",69.2,"12,050","1,934","1,550","12,419,441","191,290","23","21,873","24","$26,234"
"#471","aomura",25,"6","658","660","19","909,845","0","21,844","6","$26,145"
"#472","goldmatters",65.7,"4,644","1,565","3","6,158,885","658,105","301","21,745","1","$26,378"
"#473","camilla",68.6,"2,045","1,185","204","22,033,350","831,603","3,483","21,716","86","$30,282"
"#474","papa-pepper",77.1,"31,036","7,936","7,658","128,051,800","1,795,101","12","21,621","1,637","$28,393"
"#475","geronimo",56.2,"571","96","8","585,667","13,180","0","21,584","0","$25,825"
"#476","mn12defgj1",25,"0","47","0","0","0","36,929","21,536","423","$70,600"
"#477","hedge-x",55.3,"819","981","192","267,206","1,642,583","60","21,514","11","$25,829"
"#478","thecryptofiend",74.6,"22,079","6,480","5,666","94,173,393","5,083,826","0","21,393","131","$25,796"
"#479","tradingideas",56.4,"1,147","0","0","236,475","14,730","107","21,348","1","$25,671"
"#480","alex90342fastn1",25,"5","218","0","0","1,340,481","0","21,250","0","$25,425"
"#481","gardenlady",65.8,"1,916","987","600","15,548,554","491,120","40","21,129","14","$25,349"
"#482","ksc",62.8,"738","371","14","2,530,446","714,943","0","21,091","23","$25,270"
"#483","wans",58.1,"140","206","10","822,480","607,313","13,925","20,994","28","$41,822"
"#484","uwelang",70.6,"10,854","1,999","1,912","16,687,611","870,229","0","20,978","5","$25,107"
"#485","natureofbeing",68.7,"3,567","1,145","785","24,214,871","483,369","0","20,860","158","$25,201"
"#486","steemservices",65.4,"204","573","0","39,093,591","2,787,459","0","20,851","0","$24,948"
"#487","ajvest",61.9,"416","1,061","49","5,287,203","3,027,527","0","20,819","1","$24,911"
"#488","meneer.buffet",25,"0","69","1","0","9,550","0","20,819","0","$24,909"
"#489","spotlight",60,"167","116","18","879,260","164,392","30","20,744","0","$24,856"
"#490","corbettreport",67.3,"68","2,616","12","18,279,965","5,483","0","20,674","780","$25,931"
"#491","team",60.6,"38","402","2","9,471,896","2,669,023","150","20,669","0","$24,910"
"#492","bitcoiner",65,"1,490","2,448","1,828","5,280,765","687,490","2","20,662","0","$24,725"
"#493","supermeatboy",59.9,"687","301","27","1,065,053","369,862","431","20,625","0","$25,193"
"#494","pgarcgo",70.2,"1,217","937","324","21,788,150","4,093,802","595","20,536","24","$25,317"
"#495","gamer00",62.7,"2,276","782","657","1,887,370","948,962","50","20,518","3","$24,613"
"#496","checkbook",25,"0","1","0","0","0","0","20,463","0","$24,483"
"#497","cognoscere",68.2,"4,663","1,082","619","6,344,256","588,872","11","20,298","146","$24,521"
"#498","cryptographic",57.7,"509","410","179","524,805","107,507","286","20,283","100","$24,764"
"#499","kwonjs77",39.4,"102","138","45","4,572","168,504","1","20,283","0","$24,268"
"#500","stellasjshin",46.8,"312","108","136","38,964","166,954","3","20,232","0","$24,211"
